Name	SD card	Wi-Fi	Ethernet	FDI	Tested SW Ver#	Notes
4x4 Evo 2	.. gok::				1.4.2
18 Wheeler: American Pro Trucker	.. gok::				0.2.9
1080° Avalanche	.. gok::				1.4.2
2002 FIFA World Cup	.. gok::				1.4.2
2006 FIFA World Cup
FIFA World Cup: Germany 2006
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion
Aggressive Inline
Alien Hominid	.. gok::	.. gok:: [2]_			0.2.1
All-Star Baseball 2002
All-Star Baseball 2003
All-Star Baseball 2004
Amazing Island
American Chopper 2: Full Throttle
Animal Crossing	.. gok::				1.4.2
Animal Crossing Deluxe (community mod)	.. gok::				1.4.5	Works fine in cubeboot, not in Clean Boot mode in Swiss due to known issue
Animaniacs: The Great Edgar Hunt	.. gok:: |br| Initial test				0.2.3
The Ant Bully
Aquaman: Battle for Atlantis	.. gok::				1.4.2
Army Men: Air Combat - The Elite Missions	.. gok::				0.2.7
Army Men: RTS	.. gok::				0.2.7
Army Men: Sarge's War	.. gok::				1.4.0
Asterix & Obelix XXL
ATV: Quad Power Racing 2
Auto Modellista	.. gok::				0.2.10
Avatar: The Last Airbender
Avatar: The Legend of Aang
Backyard Baseball
Backyard Football
Backyard Sports: Baseball 2007
Bad Boys: Miami Takedown
Bad Boys II
Baldur's Gate: Dark Alliance	.. gok:: |br| Initial test				0.2.6
Barnyard
The Baseball 2003: Battle Ballpark Sengen Perfect Play Pro Yakyū
Baten Kaitos: Eternal Wings and the Lost Ocean	.. gok::				1.4.2
Baten Kaitos Origins	.. gok::				1.4.2
Batman Begins
Batman: Dark Tomorrow
Batman: Rise of Sin Tzu
Batman: Vengeance
Battalion Wars	.. gok::				0.2.10
Battle Stadium D.O.N
Beach Spikers: Virtua Beach Volleyball	.. gok::				0.2.10
Beyblade VForce: Super Tournament Battle
Beyond Good & Evil	.. gok::
Big Air Freestyle
Big Mutha Truckers
Billy Hatcher and the Giant Egg	.. gok::				0.2.6
Bionicle	.. gok::				1.4.2
Bionicle Heroes
Black & Bruised
Bleach GC: Tasogare ni Mamieru Shinigami
Blood Omen 2
BloodRayne
Bloody Roar: Primal Fury	.. gok::
BlowOut
BMX XXX
Bobobo-bo Bo-bobo Dassutsu! Hajike Royale
Bokujou Monogatari: Shiawase no Uta
Bomberman Land 2
Bomberman Generation	.. gok::				0.2.10
Bomberman Jetters	.. gok::				0.2.8
Bratz: Forever Diamondz
Bratz: Rock Angelz
Buffy the Vampire Slayer: Chaos Bleeds
Burnout	.. gok::				0.2.10
Burnout 2: Point of Impact	.. gok::				1.4.0
Bust-a-Move 3000	.. gok::				0.2.8
Super Bust-a-Move All-StarsPAL
Butt-Ugly Martians: Zoom or Doom
Cabela's Big Game Hunter 2005 Adventures
Cabela's Dangerous Hunts 2
Cabela's Outdoor Adventures
Call of Duty 2: Big Red One
Call of Duty: Finest Hour	.. gok::				0.2.10
Capcom vs. SNK 2 EO	.. gok::				0.2.10
Captain Tsubasa: Ōgon Sedai no Chōsen
Carmen Sandiego: The Secret of the Stolen Drums
Cars	.. gok::				0.2.9
Casper: Spirit Dimensions
Castleween
Spirits & Spells
Catwoman
Cel Damage
Chaos Field	.. gok::
Charinko Hero
Charlie and the Chocolate Factory
Charlie's Angels
Chibi-Robo!	.. gok::				1.4.2
Chicken Little
The Chronicles of Narnia: The Lion	the Witch and the Wardrobe
City Racer	.. gok::				1.4.2
Cocoto Funfair
Cocoto Kart Racer
Cocoto Platform Jumper
Codename: Kids Next Door – Operation: V.I.D.E.O.G.A.M.E.
Conan
Conflict: Desert Storm	.. gok::				0.2.8
Conflict: Desert Storm II - Back to Baghdad	.. gok:: |br| PAL needs test				0.2.9
Crash Bandicoot: The Wrath of Cortex	.. gok::				0.2.6
Crash Nitro Kart	.. gok::				0.2.10
Crash Tag Team Racing
Crazy Taxi	.. gok::				0.2.9
Cubivore: Survival of the Fittest	.. gok::				1.4.0
Cubix Robots for Everyone: Showdown	.. gok::				1.4.2
Curious George
Custom Robo	.. gok::				0.2.1
Dakar 2: The World's Ultimate Rally
Dance Dance Revolution: Mario Mix	.. gok::				0.2.10
Dancing Stage Mario Mix
Darkened Skye
Dark Summit
Dave Mirra Freestyle BMX 2
Dead to Rights
Def Jam: Fight for NY
Def Jam Vendetta	.. gok::				0.2.7
Defender
Defender: For All Mankind
Densetsu no Quiz Ou Ketteisen
Derby Tsuku 3: Derby Uma o Tsukurou!
Die Hard: Vendetta	.. gok::				0.2.9
Digimon Rumble Arena 2	.. gok::				0.2.1
Digimon World 4
Dinotopia: The Sunstone Odyssey
Disney Sports Basketball
Disney Sports Football
Disney Sports: American Football
Disney Sports Skateboarding
Disney Sports Soccer
Disney Sports: Football
Disney's Extreme Skate Adventure
Disney's Hide & Sneak
Disney's Magical Mirror Starring Mickey Mouse
Disney's Party
Dōbutsu no Mori e+
Dokapon DX: Wataru Sekai wa Oni Darake
Donald Duck: Goin' Quackers
Donald Duck: Quack Attack
Donkey Kong Jungle Beat	.. gok::				1.4.2
Donkey Konga	.. gok::				1.4.2
Donkey Konga 2	.. gok::				0.2.10
Donkey Konga 3
Doraemon: Minna de Asobō! Minidorando
Dora the Explorer: Journey to the Purple Planet
Dorīmumikkusu Tībī Wārudo Faitāzu
Doshin the Giant
Dr. Muto
Dragon Ball Z: Budokai	.. gok::				0.2.10
Dragon Ball Z: Budokai 2
Dragon Ball Z: Sagas
Dragon Drive: D-Masters Shot
Dragon's Lair 3D: Return to the Lair
Dragon's Lair 3D: Special Edition
Driven
Drome Racers	.. gbad::				1.4.2	The game causes the Gamecube to restart. You never get into the game
Duel Masters: Nettō! Battle Arena
Ed	Edd n Eddy: The Mis-Edventures	.. gok::				0.2.7
Egg Mania: Eggstreme Madness
Eggo Mania
Eisei Meijin VI
Enter the Matrix
ESPN International Winter Sports 2002
International Winter SportsPAL
ESPN MLS ExtraTime 2002
Eternal Darkness: Sanity's Requiem	.. gok::				0.2.7
Evolution Skateboarding
Evolution Snowboarding
Evolution Worlds	.. gok::				0.2.7
Extreme-G 3	.. gok::		.. gok::		0.2.10
F-Zero GX	.. gok::				0.2.1
F1 2002
F1 Career Challenge
The Fairly OddParents: Breakin' Da Rules
The Fairly OddParents: Shadow Showdown
Family Stadium 2003
Fantastic Four	.. gok::				1.4.2
FIFA 06
FIFA Soccer 06	.. gok::				1.4.3
FIFA 07
FIFA Soccer 07
FIFA Football 2003
FIFA Soccer 2003
FIFA Football 2004
FIFA Soccer 2004
FIFA Football 2005
FIFA Soccer 2005
FIFA Soccer 2002: Major League Soccer
FIFA Street
FIFA Street 2	.. gok::				1.4.2
Fight Night Round 2
Final Fantasy Crystal Chronicles	.. gok::				1.4.2
Finding Nemo
Fire Blade
Fire Emblem: Path of Radiance	.. gok::				0.2.6
Flushed Away
Franklin: A Birthday Surprise
Freaky Flyers
Freedom Fighters	.. gok::				1.4.0
Freekstyle
Freestyle MetalX
Freestyle Street Soccer
Urban Freestyle Soccer
Frogger: Ancient Shadow
Frogger Beyond
Frogger's Adventures: The Rescue
From TV Animation – One Piece: Treasure Battle!
Future Tactics: The Uprising
Gakuen Toshi Vara Noir
Gameboy Player	.. gok::				0.2.9
Gauntlet Dark Legacy	.. gok::				1.4.2	Previously had a hang on level change reported on 0.3.3
Geist					1.4.0
Gekitō Pro Yakyū
Generation of Chaos Exceed: Yami no Miko Rose
Giftpia
Gladius	.. gok::				1.4.2
Go! Go! Hypergrind	.. gok::				0.2.6
Goblin Commander: Unleash the Horde
Godzilla: Destroy All Monsters Melee	.. gok::				0.2.9
GoldenEye: Rogue Agent	.. gok::				0.3.1
Gotcha Force	.. gok::				1.4.2
The Grim Adventures of Billy & Mandy
Grooverider: Slot Car Thunder
GT Cube
Gun
Gurando Batoru! 3
Happy Feet
Harry Potter and the Chamber of Secrets
Harry Potter and the Goblet of Fire
Harry Potter and the Philosopher's Stone
Harry Potter and the Sorcerer's Stone
Harry Potter and the Prisoner of Azkaban
Harry Potter: Quidditch World Cup
Harvest Moon: Another Wonderful Life
Harvest Moon: Magical Melody
Harvest Moon: A Wonderful Life	.. gok::				1.4.2
The Haunted Mansion	.. gok::				0.2.9
Hello Kitty: Roller Rescue
Hikaru no Go 3
Hitman 2: Silent Assassin
The Hobbit
Homeland
Home Run King	.. gok::				0.2.6
Hot Wheels: Velocity X
Hot Wheels: World Race	.. gok::
Hudson Selection Vol. 1: Lode Runner	.. gok::				1.4.2
Hudson Selection Vol. 2: Star Soldier
Hudson Selection Vol. 3: PC Genjin
Hudson Selection Vol. 4: Takahashi Meijin no Bōken Jima
Hulk
Hunter: The Reckoning
I-Ninja
Ice Age 2: The Meltdown
Ikaruga	.. gok::				1.4.2
The Incredible Hulk: Ultimate Destruction
The Incredibles	.. gok::				1.4.2
The Incredibles: Rise of the Underminer
Intellivision Lives!	.. gok::				0.2.6
International Superstar Soccer 2
Jikkyō World Soccer 2002
International Superstar Soccer 3
The Italian Job
James Bond 007: Agent Under Fire	.. gok::				1.4.2
James Bond 007: Everything or Nothing	.. gok::				0.2.6
James Bond 007: From Russia with Love
James Bond 007: Nightfire	.. gok::				1.4.0
Jeremy McGrath Supercross World
Jikkyou Powerful Major League
Jikkyou Pawafuru Puroyakyu 9
Jikkyou Powerful Pro 9 Ketteiban
Jikkyou Pawafuru Puroyakyu 10
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban
Jikkyou Pawafuru Puroyakyu 11
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban
Jikkyou Pawafuru Puroyakyu 12
Jikkyou Powerful Pro Yakyuu 12 Ketteiban
Jimmy Neutron: Boy Genius	.. gok::				0.2.9
Judge Dredd: Dredd vs. Death
Kao the Kangaroo: Round 2
Karaoke Revolution Party	.. gok::				1.4.2
Kelly Slater's Pro Surfer
Kidō Senshi Gundam: Gundam vs. Z Gundam
Kidō Senshi Gundam: Senshitachi no Kiseki
Killer7
King Arthur
Kirby Air Ride	.. gok::				1.4.2
Kiwame Mahjong DX2
Knights of the Temple: Infernal Crusade
Knockout Kings 2003
Konjiki no Gash Bell!! Yūjō no Tag Battle Full Power
Konjiki no Gash Bell!! Go! Go! Mamono Fight!!
Korokke! Ban-Ō no Kiki o Sukue
Kururin Squash!
Largo Winch: Empire Under Threat
Legend of Golfer
The Legend of Spyro: A New Beginning
The Legend of Zelda: Collector's Edition	.. gok::				1.4.2
The Legend of Zelda: Four Swords Adventures	.. gok::				0.2.6
The Legend of Zelda: Ocarina of Time / Master Quest	.. gok::				0.2.1
